No.,Time,Source,Destination,Protocol,Length,Ping,seq,ttl
1223,1281.753933,192.168.200.2,192.168.100.1,ICMP,122,Echo (ping) reply,196/50176,126 (request in 1222)
1225,1282.767240,192.168.100.1,192.168.200.2,ICMP,122,Echo (ping) request,197/50432,128 (reply in 1226)
1226,1282.769555,192.168.200.2,192.168.100.1,ICMP,122,Echo (ping) reply,197/50432,126 (request in 1225)
1227,1283.782877,192.168.100.1,192.168.200.2,ICMP,122,Echo (ping) request,198/50688,128 (reply in 1228)
1228,1283.784942,192.168.200.2,192.168.100.1,ICMP,122,Echo (ping) reply,198/50688,126 (request in 1227)
1230,1284.798532,192.168.100.1,192.168.200.2,ICMP,122,Echo (ping) request,199/50944,128 (reply in 1231)
1231,1284.800639,192.168.200.2,192.168.100.1,ICMP,122,Echo (ping) reply,199/50944,126 (request in 1230)
1233,1285.814145,192.168.100.1,192.168.200.2,ICMP,122,Echo (ping) request,200/51200,128 (reply in 1234)
1234,1285.816498,192.168.200.2,192.168.100.1,ICMP,122,Echo (ping) reply,200/51200,126 (request in 1233)
1236,1286.829822,192.168.100.1,192.168.200.2,ICMP,122,Echo (ping) request,201/51456,128 (reply in 1237)
1237,1286.832265,192.168.200.2,192.168.100.1,ICMP,122,Echo (ping) reply,201/51456,126 (request in 1236)
1239,1287.845414,192.168.100.1,192.168.200.2,ICMP,122,Echo (ping) request,202/51712,128 (reply in 1240)
1240,1287.847808,192.168.200.2,192.168.100.1,ICMP,122,Echo (ping) reply,202/51712,126 (request in 1239)
1242,1288.861091,192.168.100.1,192.168.200.2,ICMP,122,Echo (ping) request,203/51968,128 (reply in 1243)
1243,1288.863424,192.168.200.2,192.168.100.1,ICMP,122,Echo (ping) reply,203/51968,126 (request in 1242)
1244,1289.239222,192.168.200.1,192.168.100.1,ICMP,1342,Echo (ping) request,73/18688,126 (reply in 1245)
1245,1289.239290,192.168.100.1,192.168.200.1,ICMP,1342,Echo (ping) reply,73/18688,128 (request in 1244)
1246,1289.876703,192.168.100.1,192.168.200.2,ICMP,122,Echo (ping) request,204/52224,128 (reply in 1247)
1247,1289.878995,192.168.200.2,192.168.100.1,ICMP,122,Echo (ping) reply,204/52224,126 (request in 1246)
1249,1290.252888,192.168.200.1,192.168.100.1,ICMP,1342,Echo (ping) request,74/18944,126 (reply in 1250)
1250,1290.252937,192.168.100.1,192.168.200.1,ICMP,1342,Echo (ping) reply,74/18944,128 (request in 1249)
1251,1290.892365,192.168.100.1,192.168.200.2,ICMP,122,Echo (ping) request,205/52480,128 (reply in 1252)
1252,1290.894607,192.168.200.2,192.168.100.1,ICMP,122,Echo (ping) reply,205/52480,126 (request in 1251)
1253,1291.259813,192.168.200.1,192.168.100.1,ICMP,1342,Echo (ping) request,75/19200,126 (reply in 1254)
1254,1291.259877,192.168.100.1,192.168.200.1,ICMP,1342,Echo (ping) reply,75/19200,128 (request in 1253)
1256,1292.276223,192.168.200.1,192.168.100.1,ICMP,1342,Echo (ping) request,76/19456,126 (reply in 1257)
1257,1292.276287,192.168.100.1,192.168.200.1,ICMP,1342,Echo (ping) reply,76/19456,128 (request in 1256)
1258,1293.292637,192.168.200.1,192.168.100.1,ICMP,1342,Echo (ping) request,77/19712,126 (reply in 1259)
1259,1293.292698,192.168.100.1,192.168.200.1,ICMP,1342,Echo (ping) reply,77/19712,128 (request in 1258)
1299,1348.781392,192.168.200.1,192.168.100.1,ICMP,1192,Echo (ping) request,78/19968,126 (reply in 1300)
1300,1348.781458,192.168.100.1,192.168.200.1,ICMP,1192,Echo (ping) reply,78/19968,128 (request in 1299)
1301,1349.792609,192.168.200.1,192.168.100.1,ICMP,1192,Echo (ping) request,79/20224,126 (reply in 1302)
1302,1349.792672,192.168.100.1,192.168.200.1,ICMP,1192,Echo (ping) reply,79/20224,128 (request in 1301)
1304,1350.803384,192.168.200.1,192.168.100.1,ICMP,1192,Echo (ping) request,80/20480,126 (reply in 1305)
1305,1350.803446,192.168.100.1,192.168.200.1,ICMP,1192,Echo (ping) reply,80/20480,128 (request in 1304)
1306,1351.812040,192.168.200.1,192.168.100.1,ICMP,1192,Echo (ping) request,81/20736,126 (reply in 1307)
1307,1351.812098,192.168.100.1,192.168.200.1,ICMP,1192,Echo (ping) reply,81/20736,128 (request in 1306)
1309,1352.823721,192.168.200.1,192.168.100.1,ICMP,1192,Echo (ping) request,82/20992,126 (reply in 1310)
1310,1352.823767,192.168.100.1,192.168.200.1,ICMP,1192,Echo (ping) reply,82/20992,128 (request in 1309)
1313,1353.836993,192.168.200.1,192.168.100.1,ICMP,1192,Echo (ping) request,83/21248,126 (reply in 1314)
1314,1353.837041,192.168.100.1,192.168.200.1,ICMP,1192,Echo (ping) reply,83/21248,128 (request in 1313)
1316,1354.851113,192.168.200.1,192.168.100.1,ICMP,1192,Echo (ping) request,84/21504,126 (reply in 1317)
1317,1354.851176,192.168.100.1,192.168.200.1,ICMP,1192,Echo (ping) reply,84/21504,128 (request in 1316)
1318,1355.861533,192.168.200.1,192.168.100.1,ICMP,1192,Echo (ping) request,85/21760,126 (reply in 1319)
1319,1355.861609,192.168.100.1,192.168.200.1,ICMP,1192,Echo (ping) reply,85/21760,128 (request in 1318)
1321,1356.877356,192.168.200.1,192.168.100.1,ICMP,1192,Echo (ping) request,86/22016,126 (reply in 1322)
1322,1356.877402,192.168.100.1,192.168.200.1,ICMP,1192,Echo (ping) reply,86/22016,128 (request in 1321)
1324,1357.890324,192.168.200.1,192.168.100.1,ICMP,1192,Echo (ping) request,87/22272,126 (reply in 1325)
1325,1357.890387,192.168.100.1,192.168.200.1,ICMP,1192,Echo (ping) reply,87/22272,128 (request in 1324)
1327,1358.906512,192.168.200.1,192.168.100.1,ICMP,1192,Echo (ping) request,88/22528,126 (reply in 1328)
1328,1358.906577,192.168.100.1,192.168.200.1,ICMP,1192,Echo (ping) reply,88/22528,128 (request in 1327)
1342,1378.010922,192.168.100.1,192.168.200.2,ICMP,1142,Echo (ping) request,206/52736,128 (reply in 1343)
1343,1378.015246,192.168.200.2,192.168.100.1,ICMP,1142,Echo (ping) reply,206/52736,126 (request in 1342)
1345,1379.018188,192.168.100.1,192.168.200.2,ICMP,1142,Echo (ping) request,207/52992,128 (reply in 1346)
1346,1379.022480,192.168.200.2,192.168.100.1,ICMP,1142,Echo (ping) reply,207/52992,126 (request in 1345)
1348,1380.033799,192.168.100.1,192.168.200.2,ICMP,1142,Echo (ping) request,208/53248,128 (reply in 1349)
1349,1380.038047,192.168.200.2,192.168.100.1,ICMP,1142,Echo (ping) reply,208/53248,126 (request in 1348)
1350,1381.049443,192.168.100.1,192.168.200.2,ICMP,1142,Echo (ping) request,209/53504,128 (reply in 1351)
1351,1381.053633,192.168.200.2,192.168.100.1,ICMP,1142,Echo (ping) reply,209/53504,126 (request in 1350)
1353,1382.065072,192.168.100.1,192.168.200.2,ICMP,1142,Echo (ping) request,210/53760,128 (reply in 1354)
1354,1382.069394,192.168.200.2,192.168.100.1,ICMP,1142,Echo (ping) reply,210/53760,126 (request in 1353)
1355,1383.080709,192.168.100.1,192.168.200.2,ICMP,1142,Echo (ping) request,211/54016,128 (reply in 1356)
1356,1383.084945,192.168.200.2,192.168.100.1,ICMP,1142,Echo (ping) reply,211/54016,126 (request in 1355)
1358,1384.096345,192.168.100.1,192.168.200.2,ICMP,1142,Echo (ping) request,212/54272,128 (reply in 1359)
1359,1384.100408,192.168.200.2,192.168.100.1,ICMP,1142,Echo (ping) reply,212/54272,126 (request in 1358)
1360,1385.111975,192.168.100.1,192.168.200.2,ICMP,1142,Echo (ping) request,213/54528,128 (reply in 1361)
1361,1385.116240,192.168.200.2,192.168.100.1,ICMP,1142,Echo (ping) reply,213/54528,126 (request in 1360)
1369,1393.745763,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) request,214/54784,128 (reply in 1370)
1370,1393.747838,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) reply,214/54784,128 (request in 1369)
1372,1394.752697,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) request,215/55040,128 (reply in 1373)
1373,1394.754857,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) reply,215/55040,128 (request in 1372)
1374,1395.768330,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) request,216/55296,128 (reply in 1375)
1375,1395.770500,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) reply,216/55296,128 (request in 1374)
1377,1396.783935,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) request,217/55552,128 (reply in 1378)
1378,1396.786109,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) reply,217/55552,128 (request in 1377)
1380,1397.799634,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) request,218/55808,128 (reply in 1381)
1381,1397.801799,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) reply,218/55808,128 (request in 1380)
1395,1410.322419,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,244/62464,128 (reply in 1396)
1396,1410.322471,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,244/62464,128 (request in 1395)
1397,1411.325826,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,245/62720,128 (reply in 1398)
1398,1411.325876,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,245/62720,128 (request in 1397)
1400,1412.341460,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,246/62976,128 (reply in 1401)
1401,1412.341510,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,246/62976,128 (request in 1400)
1402,1413.357085,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,247/63232,128 (reply in 1403)
1403,1413.357135,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,247/63232,128 (request in 1402)
1405,1414.372612,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,248/63488,128 (reply in 1406)
1406,1414.372660,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,248/63488,128 (request in 1405)
1407,1415.388383,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,249/63744,128 (reply in 1408)
1408,1415.388433,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,249/63744,128 (request in 1407)
1410,1416.403880,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,250/64000,128 (reply in 1411)
1411,1416.403928,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,250/64000,128 (request in 1410)
1413,1417.419526,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,251/64256,128 (reply in 1414)
1414,1417.419576,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,251/64256,128 (request in 1413)
1416,1418.435083,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,252/64512,128 (reply in 1417)
1417,1418.435133,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,252/64512,128 (request in 1416)
1418,1419.450843,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,253/64768,128 (reply in 1419)
1419,1419.450892,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,253/64768,128 (request in 1418)
1421,1420.466453,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,254/65024,128 (reply in 1422)
1422,1420.466505,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,254/65024,128 (request in 1421)
1425,1421.482073,192.168.100.2,192.168.100.1,ICMP,942,Echo (ping) request,255/65280,128 (reply in 1426)
1426,1421.482123,192.168.100.1,192.168.100.2,ICMP,942,Echo (ping) reply,255/65280,128 (request in 1425)
1438,1439.979499,192.168.200.2,192.168.100.1,ICMP,642,Echo (ping) request,146/37376,126 (reply in 1439)
1439,1439.979565,192.168.100.1,192.168.200.2,ICMP,642,Echo (ping) reply,146/37376,128 (request in 1438)
1441,1440.991196,192.168.200.2,192.168.100.1,ICMP,642,Echo (ping) request,147/37632,126 (reply in 1442)
1442,1440.991247,192.168.100.1,192.168.200.2,ICMP,642,Echo (ping) reply,147/37632,128 (request in 1441)
1443,1442.007030,192.168.200.2,192.168.100.1,ICMP,642,Echo (ping) request,148/37888,126 (reply in 1444)
1444,1442.007091,192.168.100.1,192.168.200.2,ICMP,642,Echo (ping) reply,148/37888,128 (request in 1443)
